preamble,stimulus,item,category,feature
Pepper,is a plant.,pepper,vegetable,3
Sweet potato,is a plant.,sweet potato,vegetable,3
Yam,is a plant.,yam,vegetable,3
Parsley,is a plant.,parsley,vegetable,3
Endive,is a plant.,endive,vegetable,3
Rutabaga,is a plant.,rutabaga,vegetable,3
Mushroom,is a plant.,mushroom,vegetable,3
Avocado,is a plant.,avocado,vegetable,3
Rhubarb,is a plant.,rhubarb,vegetable,3
Kale,is a plant.,kale,vegetable,3
Escarole,is a plant.,escarole,vegetable,3
Sauerkraut,is a plant.,sauerkraut,vegetable,3
Pickle,is a plant.,pickle,vegetable,3
Baked bean,is a plant.,baked bean,vegetable,3
Pumpkin,is a plant.,pumpkin,vegetable,3
Seaweed,is a plant.,seaweed,vegetable,3
Garlic,is a plant.,garlic,vegetable,3
Dandelion,is a plant.,dandelion,vegetable,3
Peanut,is a plant.,peanut,vegetable,3
Rice,is a plant.,rice,vegetable,3
Pea,is organic.,pea,vegetable,4
Carrot,is organic.,carrot,vegetable,4
Green bean,is organic.,green bean,vegetable,4
String bean,is organic.,string bean,vegetable,4
Spinach,is organic.,spinach,vegetable,4
Broccoli,is organic.,broccoli,vegetable,4
Asparagus,is organic.,asparagus,vegetable,4
Corn,is organic.,corn,vegetable,4
Cauliflower,is organic.,cauliflower,vegetable,4
Brussels sprouts,are organic.,brussels sprouts,vegetable,4
Squash,is organic.,squash,vegetable,4
Lettuce,is organic.,lettuce,vegetable,4
Celery,is organic.,celery,vegetable,4
Cucumber,is organic.,cucumber,vegetable,4
Beet,is organic.,beet,vegetable,4
Green,is organic.,green,vegetable,4
Tomato,is organic.,tomato,vegetable,4
Lima bean,is organic.,lima bean,vegetable,4
Artichoke,is organic.,artichoke,vegetable,4
Turnip,is organic.,turnip,vegetable,4
Eggplant,is organic.,eggplant,vegetable,4
Romaine,is organic.,romaine,vegetable,4
Green pepper,is organic.,green pepper,vegetable,4
Okra,is organic.,okra,vegetable,4
Radish,is organic.,radish,vegetable,4
Onion,is organic.,onion,vegetable,4
Bean,is organic.,bean,vegetable,4
Green onion,is organic.,green onion,vegetable,4
Potato,is organic.,potato,vegetable,4
Parsnip,is organic.,parsnip,vegetable,4
Turnip green,is organic.,turnip green,vegetable,4
Collard,is organic.,collard,vegetable,4
Wax bean,is organic.,wax bean,vegetable,4
Watercress,is organic.,watercress,vegetable,4
Black eyed pea,is organic.,black eyed pea,vegetable,4
Leek,is organic.,leek,vegetable,4
Pepper,is organic.,pepper,vegetable,4
Sweet potato,is organic.,sweet potato,vegetable,4
Yam,is organic.,yam,vegetable,4
Parsley,is organic.,parsley,vegetable,4
Endive,is organic.,endive,vegetable,4
Rutabaga,is organic.,rutabaga,vegetable,4
Mushroom,is organic.,mushroom,vegetable,4
Avocado,is organic.,avocado,vegetable,4
Rhubarb,is organic.,rhubarb,vegetable,4
Kale,is organic.,kale,vegetable,4
Escarole,is organic.,escarole,vegetable,4
Sauerkraut,is organic.,sauerkraut,vegetable,4
Pickle,is organic.,pickle,vegetable,4
Baked bean,is organic.,baked bean,vegetable,4
Pumpkin,is organic.,pumpkin,vegetable,4
Seaweed,is organic.,seaweed,vegetable,4
Garlic,is organic.,garlic,vegetable,4
Dandelion,is organic.,dandelion,vegetable,4
Peanut,is organic.,peanut,vegetable,4
Rice,is organic.,rice,vegetable,4
Pea,is vegetation.,pea,vegetable,5
Carrot,is vegetation.,carrot,vegetable,5
Green bean,is vegetation.,green bean,vegetable,5
String bean,is vegetation.,string bean,vegetable,5
Spinach,is vegetation.,spinach,vegetable,5
Broccoli,is vegetation.,broccoli,vegetable,5
Asparagus,is vegetation.,asparagus,vegetable,5
Corn,is vegetation.,corn,vegetable,5
Cauliflower,is vegetation.,cauliflower,vegetable,5
Brussels sprouts,are vegetation.,brussels sprouts,vegetable,5
Squash,is vegetation.,squash,vegetable,5
Lettuce,is vegetation.,lettuce,vegetable,5
Celery,is vegetation.,celery,vegetable,5
Cucumber,is vegetation.,cucumber,vegetable,5
Beet,is vegetation.,beet,vegetable,5
Green,is vegetation.,green,vegetable,5
Tomato,is vegetation.,tomato,vegetable,5
Lima bean,is vegetation.,lima bean,vegetable,5
Artichoke,is vegetation.,artichoke,vegetable,5
Turnip,is vegetation.,turnip,vegetable,5
Eggplant,is vegetation.,eggplant,vegetable,5
Romaine,is vegetation.,romaine,vegetable,5
Green pepper,is vegetation.,green pepper,vegetable,5
Okra,is vegetation.,okra,vegetable,5
Radish,is vegetation.,radish,vegetable,5
Onion,is vegetation.,onion,vegetable,5
Bean,is vegetation.,bean,vegetable,5
Green onion,is vegetation.,green onion,vegetable,5
Potato,is vegetation.,potato,vegetable,5
Parsnip,is vegetation.,parsnip,vegetable,5
Turnip green,is vegetation.,turnip green,vegetable,5
Collard,is vegetation.,collard,vegetable,5
Wax bean,is vegetation.,wax bean,vegetable,5
Watercress,is vegetation.,watercress,vegetable,5
Black eyed pea,is vegetation.,black eyed pea,vegetable,5
Leek,is vegetation.,leek,vegetable,5
Pepper,is vegetation.,pepper,vegetable,5
Sweet potato,is vegetation.,sweet potato,vegetable,5
Yam,is vegetation.,yam,vegetable,5
Parsley,is vegetation.,parsley,vegetable,5
Endive,is vegetation.,endive,vegetable,5
Rutabaga,is vegetation.,rutabaga,vegetable,5
Mushroom,is vegetation.,mushroom,vegetable,5
Avocado,is vegetation.,avocado,vegetable,5
Rhubarb,is vegetation.,rhubarb,vegetable,5
Kale,is vegetation.,kale,vegetable,5
Escarole,is vegetation.,escarole,vegetable,5
Sauerkraut,is vegetation.,sauerkraut,vegetable,5
Pickle,is vegetation.,pickle,vegetable,5
Baked bean,is vegetation.,baked bean,vegetable,5
Pumpkin,is vegetation.,pumpkin,vegetable,5
Seaweed,is vegetation.,seaweed,vegetable,5
Garlic,is vegetation.,garlic,vegetable,5
Dandelion,is vegetation.,dandelion,vegetable,5
Peanut,is vegetation.,peanut,vegetable,5
Rice,is vegetation.,rice,vegetable,5
Pea,grows underground or close to the ground.,pea,vegetable,6
Carrot,grows underground or close to the ground.,carrot,vegetable,6
Green bean,grows underground or close to the ground.,green bean,vegetable,6
String bean,grows underground or close to the ground.,string bean,vegetable,6
Spinach,grows underground or close to the ground.,spinach,vegetable,6
Broccoli,grows underground or close to the ground.,broccoli,vegetable,6
Asparagus,grows underground or close to the ground.,asparagus,vegetable,6
Corn,grows underground or close to the ground.,corn,vegetable,6
Cauliflower,grows underground or close to the ground.,cauliflower,vegetable,6
Brussels sprouts,grow underground or close to the ground.,brussels sprouts,vegetable,6
Squash,grows underground or close to the ground.,squash,vegetable,6
Lettuce,grows underground or close to the ground.,lettuce,vegetable,6
Celery,grows underground or close to the ground.,celery,vegetable,6
Cucumber,grows underground or close to the ground.,cucumber,vegetable,6
Beet,grows underground or close to the ground.,beet,vegetable,6
Green,grows underground or close to the ground.,green,vegetable,6
Tomato,grows underground or close to the ground.,tomato,vegetable,6
Lima bean,grows underground or close to the ground.,lima bean,vegetable,6
Artichoke,grows underground or close to the ground.,artichoke,vegetable,6
Turnip,grows underground or close to the ground.,turnip,vegetable,6
Eggplant,grows underground or close to the ground.,eggplant,vegetable,6
Romaine,grows underground or close to the ground.,romaine,vegetable,6
Green pepper,grows underground or close to the ground.,green pepper,vegetable,6
Okra,grows underground or close to the ground.,okra,vegetable,6
Radish,grows underground or close to the ground.,radish,vegetable,6
Onion,grows underground or close to the ground.,onion,vegetable,6
Bean,grows underground or close to the ground.,bean,vegetable,6
Green onion,grows underground or close to the ground.,green onion,vegetable,6
Potato,grows underground or close to the ground.,potato,vegetable,6
Parsnip,grows underground or close to the ground.,parsnip,vegetable,6
Turnip green,grows underground or close to the ground.,turnip green,vegetable,6
Collard,grows underground or close to the ground.,collard,vegetable,6
Wax bean,grows underground or close to the ground.,wax bean,vegetable,6
Watercress,grows underground or close to the ground.,watercress,vegetable,6
Black eyed pea,grows underground or close to the ground.,black eyed pea,vegetable,6
Leek,grows underground or close to the ground.,leek,vegetable,6
Pepper,grows underground or close to the ground.,pepper,vegetable,6
Sweet potato,grows underground or close to the ground.,sweet potato,vegetable,6
Yam,grows underground or close to the ground.,yam,vegetable,6
Parsley,grows underground or close to the ground.,parsley,vegetable,6
Endive,grows underground or close to the ground.,endive,vegetable,6
Rutabaga,grows underground or close to the ground.,rutabaga,vegetable,6
Mushroom,grows underground or close to the ground.,mushroom,vegetable,6
Avocado,grows underground or close to the ground.,avocado,vegetable,6
Rhubarb,grows underground or close to the ground.,rhubarb,vegetable,6
Kale,grows underground or close to the ground.,kale,vegetable,6
Escarole,grows underground or close to the ground.,escarole,vegetable,6
Sauerkraut,grows underground or close to the ground.,sauerkraut,vegetable,6
Pickle,grows underground or close to the ground.,pickle,vegetable,6
Baked bean,grows underground or close to the ground.,baked bean,vegetable,6
Pumpkin,grows underground or close to the ground.,pumpkin,vegetable,6
Seaweed,grows underground or close to the ground.,seaweed,vegetable,6
Garlic,grows underground or close to the ground.,garlic,vegetable,6
Dandelion,grows underground or close to the ground.,dandelion,vegetable,6
Peanut,grows underground or close to the ground.,peanut,vegetable,6
Rice,grows underground or close to the ground.,rice,vegetable,6
Pea,is green.,pea,vegetable,7
Carrot,is green.,carrot,vegetable,7
Green bean,is green.,green bean,vegetable,7
String bean,is green.,string bean,vegetable,7
Spinach,is green.,spinach,vegetable,7
Broccoli,is green.,broccoli,vegetable,7
Asparagus,is green.,asparagus,vegetable,7
Corn,is green.,corn,vegetable,7
Cauliflower,is green.,cauliflower,vegetable,7
Brussels sprouts,are green.,brussels sprouts,vegetable,7
Squash,is green.,squash,vegetable,7
Lettuce,is green.,lettuce,vegetable,7
Celery,is green.,celery,vegetable,7
Cucumber,is green.,cucumber,vegetable,7
Beet,is green.,beet,vegetable,7
Green,is green.,green,vegetable,7
Tomato,is green.,tomato,vegetable,7
Lima bean,is green.,lima bean,vegetable,7
Artichoke,is green.,artichoke,vegetable,7
Turnip,is green.,turnip,vegetable,7
Eggplant,is green.,eggplant,vegetable,7
Romaine,is green.,romaine,vegetable,7
Green pepper,is green.,green pepper,vegetable,7
Okra,is green.,okra,vegetable,7
Radish,is green.,radish,vegetable,7
Onion,is green.,onion,vegetable,7
Bean,is green.,bean,vegetable,7
Green onion,is green.,green onion,vegetable,7
Potato,is green.,potato,vegetable,7
Parsnip,is green.,parsnip,vegetable,7
Turnip green,is green.,turnip green,vegetable,7
Collard,is green.,collard,vegetable,7
Wax bean,is green.,wax bean,vegetable,7
Watercress,is green.,watercress,vegetable,7
Black eyed pea,is green.,black eyed pea,vegetable,7
Leek,is green.,leek,vegetable,7
Pepper,is green.,pepper,vegetable,7
Sweet potato,is green.,sweet potato,vegetable,7
Yam,is green.,yam,vegetable,7
Parsley,is green.,parsley,vegetable,7
Endive,is green.,endive,vegetable,7
Rutabaga,is green.,rutabaga,vegetable,7
Mushroom,is green.,mushroom,vegetable,7
Avocado,is green.,avocado,vegetable,7
Rhubarb,is green.,rhubarb,vegetable,7
Kale,is green.,kale,vegetable,7
Escarole,is green.,escarole,vegetable,7
Sauerkraut,is green.,sauerkraut,vegetable,7
Pickle,is green.,pickle,vegetable,7
Baked bean,is green.,baked bean,vegetable,7
Pumpkin,is green.,pumpkin,vegetable,7
Seaweed,is green.,seaweed,vegetable,7
Garlic,is green.,garlic,vegetable,7
Dandelion,is green.,dandelion,vegetable,7
Peanut,is green.,peanut,vegetable,7
Rice,is green.,rice,vegetable,7
Pea,is cooked.,pea,vegetable,8
Carrot,is cooked.,carrot,vegetable,8
Green bean,is cooked.,green bean,vegetable,8
String bean,is cooked.,string bean,vegetable,8
Spinach,is cooked.,spinach,vegetable,8
Broccoli,is cooked.,broccoli,vegetable,8
Asparagus,is cooked.,asparagus,vegetable,8
Corn,is cooked.,corn,vegetable,8
Cauliflower,is cooked.,cauliflower,vegetable,8
Brussels sprouts,are cooked.,brussels sprouts,vegetable,8
Squash,is cooked.,squash,vegetable,8
Lettuce,is cooked.,lettuce,vegetable,8
Celery,is cooked.,celery,vegetable,8
Cucumber,is cooked.,cucumber,vegetable,8
Beet,is cooked.,beet,vegetable,8
Green,is cooked.,green,vegetable,8
Tomato,is cooked.,tomato,vegetable,8
Lima bean,is cooked.,lima bean,vegetable,8
Artichoke,is cooked.,artichoke,vegetable,8
Turnip,is cooked.,turnip,vegetable,8
Eggplant,is cooked.,eggplant,vegetable,8
Romaine,is cooked.,romaine,vegetable,8
Green pepper,is cooked.,green pepper,vegetable,8
Okra,is cooked.,okra,vegetable,8
Radish,is cooked.,radish,vegetable,8
Onion,is cooked.,onion,vegetable,8
Bean,is cooked.,bean,vegetable,8
Green onion,is cooked.,green onion,vegetable,8
Potato,is cooked.,potato,vegetable,8
Parsnip,is cooked.,parsnip,vegetable,8
Turnip green,is cooked.,turnip green,vegetable,8
Collard,is cooked.,collard,vegetable,8
Wax bean,is cooked.,wax bean,vegetable,8
Watercress,is cooked.,watercress,vegetable,8
Black eyed pea,is cooked.,black eyed pea,vegetable,8
Leek,is cooked.,leek,vegetable,8
Pepper,is cooked.,pepper,vegetable,8
Sweet potato,is cooked.,sweet potato,vegetable,8
Yam,is cooked.,yam,vegetable,8
Parsley,is cooked.,parsley,vegetable,8
Endive,is cooked.,endive,vegetable,8
Rutabaga,is cooked.,rutabaga,vegetable,8
Mushroom,is cooked.,mushroom,vegetable,8
Avocado,is cooked.,avocado,vegetable,8
Rhubarb,is cooked.,rhubarb,vegetable,8
Kale,is cooked.,kale,vegetable,8
Escarole,is cooked.,escarole,vegetable,8
Sauerkraut,is cooked.,sauerkraut,vegetable,8
Pickle,is cooked.,pickle,vegetable,8
Baked bean,is cooked.,baked bean,vegetable,8
Pumpkin,is cooked.,pumpkin,vegetable,8
Seaweed,is cooked.,seaweed,vegetable,8
Garlic,is cooked.,garlic,vegetable,8
Dandelion,is cooked.,dandelion,vegetable,8
Peanut,is cooked.,peanut,vegetable,8
Rice,is cooked.,rice,vegetable,8
Pea,"is eaten for dinner, with meat, salt etc.",pea,vegetable,9
Carrot,"is eaten for dinner, with meat, salt etc.",carrot,vegetable,9
Green bean,"is eaten for dinner, with meat, salt etc.",green bean,vegetable,9
String bean,"is eaten for dinner, with meat, salt etc.",string bean,vegetable,9
Spinach,"is eaten for dinner, with meat, salt etc.",spinach,vegetable,9
Broccoli,"is eaten for dinner, with meat, salt etc.",broccoli,vegetable,9
Asparagus,"is eaten for dinner, with meat, salt etc.",asparagus,vegetable,9
Corn,"is eaten for dinner, with meat, salt etc.",corn,vegetable,9
Cauliflower,"is eaten for dinner, with meat, salt etc.",cauliflower,vegetable,9
Brussels sprouts,"are eaten for dinner, with meat, salt etc.",brussels sprouts,vegetable,9
Squash,"is eaten for dinner, with meat, salt etc.",squash,vegetable,9
Lettuce,"is eaten for dinner, with meat, salt etc.",lettuce,vegetable,9
Celery,"is eaten for dinner, with meat, salt etc.",celery,vegetable,9
Cucumber,"is eaten for dinner, with meat, salt etc.",cucumber,vegetable,9
Beet,"is eaten for dinner, with meat, salt etc.",beet,vegetable,9
Green,"is eaten for dinner, with meat, salt etc.",green,vegetable,9
Tomato,"is eaten for dinner, with meat, salt etc.",tomato,vegetable,9
Lima bean,"is eaten for dinner, with meat, salt etc.",lima bean,vegetable,9
Artichoke,"is eaten for dinner, with meat, salt etc.",artichoke,vegetable,9
Turnip,"is eaten for dinner, with meat, salt etc.",turnip,vegetable,9
Eggplant,"is eaten for dinner, with meat, salt etc.",eggplant,vegetable,9
